file,category,name,tags,type,license,ppt_note
03_Process_Chevron_Systems/process_chevron_38.svg,03_Process_Chevron_Systems,process_chevron_38,cross flow; process system; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_39.svg,03_Process_Chevron_Systems,process_chevron_39,cross flow; process system; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_40.svg,03_Process_Chevron_Systems,process_chevron_40,cross flow; process system; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_41.svg,03_Process_Chevron_Systems,process_chevron_41,vertical process; downstream; steps,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_42.svg,03_Process_Chevron_Systems,process_chevron_42,vertical process; downstream; steps,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_43.svg,03_Process_Chevron_Systems,process_chevron_43,vertical process; downstream; steps,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_44.svg,03_Process_Chevron_Systems,process_chevron_44,vertical process; downstream; steps,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_45.svg,03_Process_Chevron_Systems,process_chevron_45,vertical process; downstream; steps,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_46.svg,03_Process_Chevron_Systems,process_chevron_46,vertical process; downstream; steps,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_47.svg,03_Process_Chevron_Systems,process_chevron_47,vertical process; downstream; steps,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_48.svg,03_Process_Chevron_Systems,process_chevron_48,vertical process; downstream; steps,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_01.svg,04_Connector_Routes,connector_route_01,straight; right; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_02.svg,04_Connector_Routes,connector_route_02,straight; bidirectional; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_03.svg,04_Connector_Routes,connector_route_03,straight; right; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_04.svg,04_Connector_Routes,connector_route_04,straight; bidirectional; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_05.svg,04_Connector_Routes,connector_route_05,straight; right; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_06.svg,04_Connector_Routes,connector_route_06,straight; bidirectional; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_07.svg,04_Connector_Routes,connector_route_07,straight; right; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_08.svg,04_Connector_Routes,connector_route_08,straight; bidirectional; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_09.svg,04_Connector_Routes,connector_route_09,elbow; orthogonal; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_10.svg,04_Connector_Routes,connector_route_10,elbow; orthogonal; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_11.svg,04_Connector_Routes,connector_route_11,elbow; orthogonal; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_12.svg,04_Connector_Routes,connector_route_12,elbow; orthogonal; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_13.svg,04_Connector_Routes,connector_route_13,elbow; orthogonal; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_14.svg,04_Connector_Routes,connector_route_14,elbow; orthogonal; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_15.svg,04_Connector_Routes,connector_route_15,elbow; orthogonal; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_16.svg,04_Connector_Routes,connector_route_16,elbow; orthogonal; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_17.svg,04_Connector_Routes,connector_route_17,curve; s-curve; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_18.svg,04_Connector_Routes,connector_route_18,curve; s-curve; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_19.svg,04_Connector_Routes,connector_route_19,curve; s-curve; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_20.svg,04_Connector_Routes,connector_route_20,curve; s-curve; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_21.svg,04_Connector_Routes,connector_route_21,curve; s-curve; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_22.svg,04_Connector_Routes,connector_route_22,curve; s-curve; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_23.svg,04_Connector_Routes,connector_route_23,curve; s-curve; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_24.svg,04_Connector_Routes,connector_route_24,curve; s-curve; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_25.svg,04_Connector_Routes,connector_route_25,fork; diverge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_26.svg,04_Connector_Routes,connector_route_26,fork; diverge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_27.svg,04_Connector_Routes,connector_route_27,fork; diverge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_28.svg,04_Connector_Routes,connector_route_28,fork; diverge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_29.svg,04_Connector_Routes,connector_route_29,fork; diverge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_30.svg,04_Connector_Routes,connector_route_30,fork; diverge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_31.svg,04_Connector_Routes,connector_route_31,fork; diverge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_32.svg,04_Connector_Routes,connector_route_32,fork; diverge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_33.svg,04_Connector_Routes,connector_route_33,merge; converge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_34.svg,04_Connector_Routes,connector_route_34,merge; converge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_35.svg,04_Connector_Routes,connector_route_35,merge; converge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_36.svg,04_Connector_Routes,connector_route_36,merge; converge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_37.svg,04_Connector_Routes,connector_route_37,merge; converge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_38.svg,04_Connector_Routes,connector_route_38,merge; converge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_39.svg,04_Connector_Routes,connector_route_39,merge; converge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_40.svg,04_Connector_Routes,connector_route_40,merge; converge; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_41.svg,04_Connector_Routes,connector_route_41,feedback; loop; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_42.svg,04_Connector_Routes,connector_route_42,feedback; loop; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_43.svg,04_Connector_Routes,connector_route_43,feedback; loop; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_44.svg,04_Connector_Routes,connector_route_44,feedback; loop; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_45.svg,04_Connector_Routes,connector_route_45,feedback; loop; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_46.svg,04_Connector_Routes,connector_route_46,feedback; loop; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_47.svg,04_Connector_Routes,connector_route_47,feedback; loop; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_48.svg,04_Connector_Routes,connector_route_48,feedback; loop; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_49.svg,04_Connector_Routes,connector_route_49,parallel; dashed; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_50.svg,04_Connector_Routes,connector_route_50,parallel; dashed; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_51.svg,04_Connector_Routes,connector_route_51,parallel; dashed; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_52.svg,04_Connector_Routes,connector_route_52,parallel; dashed; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_53.svg,04_Connector_Routes,connector_route_53,parallel; dashed; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_54.svg,04_Connector_Routes,connector_route_54,parallel; dashed; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_55.svg,04_Connector_Routes,connector_route_55,parallel; dashed; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
04_Connector_Routes/connector_route_56.svg,04_Connector_Routes,connector_route_56,parallel; dashed; connector,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_01.svg,05_Outline_Backbone_Banners,outline_backbone_01,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_02.svg,05_Outline_Backbone_Banners,outline_backbone_02,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_03.svg,05_Outline_Backbone_Banners,outline_backbone_03,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_04.svg,05_Outline_Backbone_Banners,outline_backbone_04,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_05.svg,05_Outline_Backbone_Banners,outline_backbone_05,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_06.svg,05_Outline_Backbone_Banners,outline_backbone_06,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_07.svg,05_Outline_Backbone_Banners,outline_backbone_07,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_08.svg,05_Outline_Backbone_Banners,outline_backbone_08,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_09.svg,05_Outline_Backbone_Banners,outline_backbone_09,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_10.svg,05_Outline_Backbone_Banners,outline_backbone_10,outline; ridge; background backbone,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_11.svg,05_Outline_Backbone_Banners,outline_backbone_11,outline; block arrow; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_12.svg,05_Outline_Backbone_Banners,outline_backbone_12,outline; block arrow; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_13.svg,05_Outline_Backbone_Banners,outline_backbone_13,outline; block arrow; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_14.svg,05_Outline_Backbone_Banners,outline_backbone_14,outline; block arrow; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_15.svg,05_Outline_Backbone_Banners,outline_backbone_15,outline; block arrow; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_16.svg,05_Outline_Backbone_Banners,outline_backbone_16,outline; block arrow; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_17.svg,05_Outline_Backbone_Banners,outline_backbone_17,outline; block arrow; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_18.svg,05_Outline_Backbone_Banners,outline_backbone_18,outline; block arrow; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_19.svg,05_Outline_Backbone_Banners,outline_backbone_19,outline; platform; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_20.svg,05_Outline_Backbone_Banners,outline_backbone_20,outline; platform; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_21.svg,05_Outline_Backbone_Banners,outline_backbone_21,outline; platform; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_22.svg,05_Outline_Backbone_Banners,outline_backbone_22,outline; platform; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_23.svg,05_Outline_Backbone_Banners,outline_backbone_23,outline; platform; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_24.svg,05_Outline_Backbone_Banners,outline_backbone_24,outline; platform; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_25.svg,05_Outline_Backbone_Banners,outline_backbone_25,outline; platform; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_26.svg,05_Outline_Backbone_Banners,outline_backbone_26,outline; platform; background,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_27.svg,05_Outline_Backbone_Banners,outline_backbone_27,outline; segmented; chevron,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_28.svg,05_Outline_Backbone_Banners,outline_backbone_28,outline; segmented; chevron,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_29.svg,05_Outline_Backbone_Banners,outline_backbone_29,outline; segmented; chevron,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_30.svg,05_Outline_Backbone_Banners,outline_backbone_30,outline; segmented; chevron,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_31.svg,05_Outline_Backbone_Banners,outline_backbone_31,outline; segmented; chevron,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_32.svg,05_Outline_Backbone_Banners,outline_backbone_32,outline; segmented; chevron,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_33.svg,05_Outline_Backbone_Banners,outline_backbone_33,outline; segmented; chevron,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_34.svg,05_Outline_Backbone_Banners,outline_backbone_34,outline; segmented; chevron,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_35.svg,05_Outline_Backbone_Banners,outline_backbone_35,outline; split merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_36.svg,05_Outline_Backbone_Banners,outline_backbone_36,outline; split merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_37.svg,05_Outline_Backbone_Banners,outline_backbone_37,outline; split merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_38.svg,05_Outline_Backbone_Banners,outline_backbone_38,outline; split merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_39.svg,05_Outline_Backbone_Banners,outline_backbone_39,outline; split merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
05_Outline_Backbone_Banners/outline_backbone_40.svg,05_Outline_Backbone_Banners,outline_backbone_40,outline; split merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
